1/7/14,76,66,86,66,85,48,97,0.13,0.16,5.09
2/7/14,71,63,79,66,85,50,99,0,0.16,4.5
3/7/14,67,60,73,66,85,49,100,0,0.15,1.89
4/7/14,67,54,79,66,85,48,103,0,0.15,2.4
5/7/14,69,59,79,66,85,49,103,0,0.16,3.27
6/7/14,74,64,83,66,85,48,105,0.03,0.15,1.64
7/7/14,74,68,79,66,85,54,105,0,0.16,4.43
8/7/14,74,67,81,66,85,51,104,0.32,0.16,2.6
9/7/14,72,62,81,66,85,52,103,0,0.16,2.49
10/7/14,71,61,80,66,85,50,105,0,0.16,1.52
11/7/14,71,60,81,66,85,52,104,0,0.16,2.49
12/7/14,74,67,80,66,85,53,103,0.07,0.16,2.7
13/7/14,78,72,84,66,85,49,103,0,0.17,2.78
14/7/14,75,65,85,66,85,48,106,0.39,0.16,2.96
15/7/14,64,56,71,66,85,51,103,0,0.17,2.05
16/7/14,63,53,72,66,85,49,98,0,0.15,2.32
17/7/14,65,53,77,66,85,51,101,0,0.15,3.71
18/7/14,68,57,78,66,85,51,100,0,0.15,2.61
19/7/14,68,58,77,66,85,50,98,0,0.14,1.31
20/7/14,71,60,81,66,85,49,103,0,0.13,4
21/7/14,74,62,85,66,85,46,106,0,0.14,1.89
22/7/14,78,67,88,66,85,49,106,0,0.14,1.82
23/7/14,69,62,76,66,85,46,102,1.61,0.14,1.61
24/7/14,67,58,76,66,85,52,105,0,0.14,1.98
25/7/14,65,56,74,66,85,51,105,0,0.13,2.61
26/7/14,75,67,82,66,85,51,98,0.1,0.13,2.41
27/7/14,76,66,85,66,85,51,100,0.22,0.12,1.86
28/7/14,65,57,73,66,85,51,101,0,0.12,2.95
29/7/14,64,52,75,66,85,51,100,0.21,0.13,0.8
30/7/14,68,57,78,66,84,51,103,0.02,0.13,1.63
31/7/14,70,59,80,66,84,49,98,0,0.12,2.84
1/8/14,72,61,82,65,84,53,97,0.01,0.11,2.86
2/8/14,73,63,82,65,84,52,98,0,0.11,2.53
3/8/14,73,61,84,65,84,50,98,0,0.11,1.72
4/8/14,74,62,85,65,84,49,99,0,0.1,3.81
5/8/14,73,65,81,65,84,51,103,0,0.1,1.65
6/8/14,71,63,79,65,84,50,99,0,0.11,4.46
7/8/14,71,64,78,65,84,49,98,0,0.1,1.08
8/8/14,70,65,74,65,84,48,98,0.03,0.09,1.51
9/8/14,76,68,83,65,84,50,99,0,0.1,2.36
10/8/14,77,70,84,65,84,50,99,0.13,0.1,1.25
11/8/14,75,68,82,65,84,52,99,0.1,0.09,2.07
12/8/14,65,58,71,65,84,47,101,0,0.1,1.93
13/8/14,67,55,79,65,84,48,98,0,0.09,3.08
14/8/14,70,59,81,65,84,48,95,0,0.09,2.72
15/8/14,63,49,77,65,84,45,96,0,0.1,2.26
16/8/14,67,59,75,65,84,50,102,0.09,0.1,1.43
17/8/14,73,65,81,65,84,52,99,0.03,0.11,3.18
18/8/14,76,65,86,65,84,48,98,0,0.11,1.61
19/8/14,76,65,86,64,84,50,100,0.5,0.1,1.65
20/8/14,74,64,83,64,84,50,99,0,0.11,2.22
21/8/14,78,70,86,64,84,47,100,0.16,0.1,1.23
22/8/14,80,73,86,64,84,46,101,0.02,0.1,1.9
23/8/14,79,70,88,64,84,46,96,0.81,0.1,2.07
24/8/14,78,70,86,64,84,49,98,0,0.09,1.75
25/8/14,81,71,90,64,84,49,96,0.78,0.1,1.41
26/8/14,81,69,93,63,84,48,97,0.26,0.11,1.9
27/8/14,79,70,88,63,84,48,97,0,0.1,2.6
28/8/14,75,66,84,63,83,43,96,0,0.1,2.44
29/8/14,78,68,87,63,83,41,97,0,0.1,1.38
30/8/14,75,71,78,63,83,42,95,0.02,0.1,2.16
31/8/14,76,69,83,62,83,44,97,0.01,0.1,2.43
1/9/14,77,71,82,62,83,44,100,0,0.1,7.2
2/9/14,72,65,79,62,82,45,100,1,0.1,2.1
3/9/14,74,64,83,61,82,45,100,0,0.1,2.63
4/9/14,77,66,87,61,82,46,98,0,0.09,6.8
5/9/14,80,70,90,61,82,45,100,0.02,0.1,1.54
6/9/14,67,60,73,60,81,44,99,0,0.1,1.19
7/9/14,65,54,76,60,81,42,98,0,0.11,2.71
8/9/14,68,56,79,60,81,38,97,0,0.1,2.61
9/9/14,69,57,81,59,80,41,98,0,0.1,2.34
10/9/14,75,67,82,59,80,40,96,0.9,0.11,2.6
11/9/14,64,56,71,58,80,39,95,0,0.11,1.78
12/9/14,59,53,64,58,79,40,96,0,0.11,1.08
13/9/14,55,47,63,58,79,39,99,0,0.11,1.8
14/9/14,57,46,68,57,79,37,100,0,0.11,2.93
15/9/14,57,49,65,57,78,42,100,0.54,0.11,2.21
16/9/14,59,50,67,56,78,39,96,0.01,0.09,2.53
17/9/14,56,45,67,56,77,40,93,0,0.1,1.07
18/9/14,61,49,72,55,77,39,95,0,0.09,1.64
19/9/14,63,53,73,55,76,38,93,0,0.11,2.29
20/9/14,67,54,80,54,76,36,94,0.02,0.1,2.2
21/9/14,65,56,74,54,76,35,96,0.04,0.11,1.61
22/9/14,57,47,66,53,75,37,93,0,0.11,1.22
23/9/14,60,47,72,53,75,34,94,0,0.11,2.11
24/9/14,62,47,76,53,74,34,92,0,0.1,1.29
25/9/14,66,54,78,52,74,35,92,0,0.11,2.17
26/9/14,69,55,82,52,73,37,91,0,0.1,1.62
27/9/14,69,56,81,51,73,35,93,0,0.11,2.59
28/9/14,71,58,83,51,72,33,91,0,0.11,1.41
29/9/14,68,54,82,50,72,34,97,0,0.1,2.45
30/9/14,62,52,71,50,72,30,89,0,0.11,1.88
1/10/14,63,49,76,50,71,32,89,0,0.1,2.74
2/10/14,71,60,81,49,71,29,89,0.14,0.11,1.39
3/10/14,59,44,73,49,70,27,90,0.28,0.11,2.61
4/10/14,45,40,49,48,70,31,90,0,0.11,1.55
5/10/14,50,40,59,48,69,31,87,0.13,0.1,2.93
6/10/14,55,42,67,48,69,30,89,0.02,0.11,1.45
7/10/14,54,46,62,47,69,27,90,0.33,0.1,1.65
8/10/14,56,43,68,47,68,28,91,0,0.1,1.02
9/10/14,51,45,56,47,68,30,88,0.02,0.11,1.25
10/10/14,52,49,54,46,67,27,88,0.01,0.1,3.88
11/10/14,50,42,57,46,67,26,86,0,0.1,1.56
12/10/14,54,45,62,46,67,26,86,0.3,0.1,3.01
13/10/14,67,58,76,45,66,24,86,0.57,0.1,0.92
14/10/14,61,55,67,45,66,24,86,0.56,0.1,1.71
15/10/14,55,53,56,45,66,27,87,0.18,0.1,1.14
16/10/14,56,51,61,45,65,26,85,0,0.1,1.65
17/10/14,59,50,68,44,65,26,86,0,0.1,1.45
18/10/14,50,46,54,44,65,22,84,0.09,0.1,2.15
19/10/14,50,43,56,44,64,25,85,0,0.1,1.33
20/10/14,57,46,68,44,64,23,86,0.01,0.1,1.33
21/10/14,51,44,57,43,64,23,86,0.02,0.09,1.43
22/10/14,48,38,57,43,63,23,85,0,0.1,1.84
23/10/14,49,37,60,43,63,24,86,0,0.09,1.57
24/10/14,53,40,66,42,62,20,81,0,0.09,1.52
25/10/14,63,50,76,42,62,25,82,0,0.09,1.54
26/10/14,55,42,68,42,62,20,82,0,0.1,2.45
27/10/14,66,51,80,42,61,24,83,0,0.1,1.71
28/10/14,58,46,70,41,61,20,82,0.31,0.1,1.72
29/10/14,47,39,54,41,61,22,81,0,0.1,1.16
30/10/14,44,34,53,41,60,22,82,0,0.11,1.3
31/10/14,40,33,47,41,60,24,82,0.2,0.1,2.01
1/11/14,36,29,43,40,59,24,81,0,0.12,1.95
2/11/14,37,24,50,40,59,16,78,0,0.11,3.86
3/11/14,54,42,66,40,59,11,77,0,0.12,0.65
4/11/14,51,44,57,39,58,16,78,0.3,0.11,1.6
5/11/14,47,40,54,39,58,15,76,0,0.12,1.92
6/11/14,43,39,47,39,57,20,77,0.09,0.12,1.2
7/11/14,40,33,46,38,57,16,76,0,0.11,3.51
8/11/14,42,36,48,38,56,13,76,0,0.12,1.23
9/11/14,40,29,51,38,56,17,76,0,0.11,1.15
10/11/14,50,38,62,37,55,17,75,0,0.11,1.54
11/11/14,48,34,61,37,55,18,76,0.06,0.12,1.63
12/11/14,31,27,34,37,54,14,75,0,0.12,1.64
13/11/14,24,20,27,36,54,10,77,0,0.13,2.02
14/11/14,25,17,32,36,53,11,76,0,0.14,4.15
15/11/14,26,17,34,36,53,12,74,0,0.13,2.55
16/11/14,32,28,35,35,52,10,74,0.22,0.13,1.68
17/11/14,21,13,29,35,52,4,77,0,0.13,2.48
18/11/14,14,9,19,34,51,5,73,0,0.14,4.3
19/11/14,26,14,37,34,51,-3,76,0,0.13,2.74
20/11/14,24,17,30,33,50,8,75,0,0.13,1.73
21/11/14,23,12,33,33,49,2,73,0,0.14,3.71
22/11/14,43,30,56,33,49,-5,74,0.02,0.13,1.68
23/11/14,50,44,55,32,48,1,73,1.91,0.13,1.91
24/11/14,46,36,55,32,48,-1,65,0.18,0.13,1.23
25/11/14,31,26,36,31,47,-2,69,0,0.12,2.19
26/11/14,30,26,34,31,47,3,70,0,0.12,1.16
27/11/14,28,24,31,31,46,1,70,0,0.12,2.03
28/11/14,27,19,34,30,46,2,69,0,0.12,1.82
29/11/14,44,30,57,30,45,-1,70,0,0.12,1
30/11/14,52,39,64,29,45,-2,68,0.02,0.12,1.81
1/12/14,33,26,39,29,44,4,70,0.02,0.1,1.39
2/12/14,30,26,33,29,44,-3,74,0.01,0.11,1.84
3/12/14,36,28,43,28,43,-2,69,0.01,0.1,3.46
4/12/14,32,29,35,28,43,5,70,0.06,0.1,0.98
5/12/14,37,34,40,27,42,8,70,0.98,0.11,1.14
6/12/14,35,30,40,27,42,-1,73,0.26,0.1,1.05
7/12/14,33,26,39,27,41,-7,65,0,0.1,1.15
8/12/14,36,31,41,26,41,-10,66,0.06,0.11,1.58
9/12/14,36,32,39,26,41,-15,65,0.01,0.11,1.39
10/12/14,33,30,35,26,40,-8,66,0,0.1,1.37
11/12/14,31,25,37,25,40,-9,66,0,0.1,1.87
12/12/14,29,22,35,25,40,-7,63,0,0.1,1.06
13/12/14,40,34,46,25,39,-4,65,0,0.1,1.73
14/12/14,45,41,48,25,39,-4,68,0,0.09,2.12
15/12/14,43,41,44,24,39,-10,69,0.01,0.1,1.45
16/12/14,39,31,46,24,38,-15,65,0.19,0.1,0.81
17/12/14,27,23,31,24,38,-10,64,0,0.1,1.64
18/12/14,25,22,27,24,38,-10,65,0,0.09,2.05
19/12/14,24,19,29,23,38,-12,67,0,0.1,1.49
20/12/14,29,25,32,23,37,-12,66,0,0.1,0.82
21/12/14,28,20,36,23,37,-21,67,0,0.11,2.57
22/12/14,37,27,46,23,37,-23,61,0.04,0.11,1.62
23/12/14,50,45,55,23,37,-15,64,0.17,0.11,1.71
24/12/14,40,34,45,22,37,-17,68,0.52,0.1,1.54
25/12/14,36,31,41,22,36,-15,64,0.01,0.11,1.36
26/12/14,41,30,52,22,36,-5,67,0,0.11,1.22
27/12/14,40,33,46,22,36,-7,68,0.2,0.1,1.95
28/12/14,28,22,33,22,36,-13,65,0,0.1,2.02
29/12/14,29,20,37,22,36,-13,66,0,0.1,1.36
30/12/14,23,15,31,21,36,-14,67,0,0.1,1.94
31/12/14,16,9,23,21,36,-9,68,0,0.1,1.62
1/1/15,26,18,34,21,36,-12,69,0,0.1,3.81
2/1/15,32,25,39,21,36,-12,65,0,0.1,1.58
3/1/15,43,33,52,21,36,-22,65,0.79,0.1,2.82
4/1/15,28,12,44,21,36,-15,66,0.01,0.1,2.44
5/1/15,9,4,14,21,35,-25,61,0.11,0.1,2.7
6/1/15,14,9,19,21,35,-20,63,0.08,0.09,1.48
7/1/15,3,-6,12,21,35,-17,68,0,0.09,1.58
8/1/15,7,-7,20,21,35,-13,63,0,0.1,1.41
9/1/15,11,1,21,21,35,-18,66,0,0.09,1.15
10/1/15,11,-3,24,20,35,-16,62,0,0.09,1.29
11/1/15,28,21,34,20,35,-16,70,0.43,0.08,1.16
12/1/15,25,19,31,20,35,-19,69,0.19,0.09,1.28
13/1/15,16,8,23,20,35,-10,64,0,0.09,1.47
14/1/15,13,5,21,20,35,-7,65,0,0.08,1.77
15/1/15,25,13,36,20,35,-17,66,0,0.08,1.68
16/1/15,32,21,42,20,35,-20,66,0,0.08,1.42
17/1/15,39,27,51,20,35,-20,67,0,0.09,1.11
18/1/15,36,28,44,20,35,-22,64,0.01,0.08,1.96
19/1/15,35,23,47,20,35,-27,69,0,0.08,0.94
20/1/15,40,30,50,20,36,-22,70,0,0.08,1.26
21/1/15,37,30,43,20,36,-21,68,0,0.08,2.25
22/1/15,31,28,33,20,36,-17,64,0,0.07,1.87
23/1/15,29,24,34,20,36,-18,67,0,0.08,0.9
24/1/15,30,20,39,20,36,-16,70,0,0.08,1.06
25/1/15,29,20,37,20,36,-14,71,0.04,0.08,0.92
26/1/15,22,17,26,20,36,-12,67,0,0.08,1.41
27/1/15,25,20,29,21,36,-10,66,0.01,0.08,1.14
28/1/15,25,15,34,21,36,-18,65,0,0.08,2
29/1/15,38,30,45,21,36,-13,66,0,0.08,1.5
30/1/15,26,20,31,21,36,-11,65,0.01,0.08,1.47
31/1/15,26,16,36,21,37,-11,66,0.13,0.08,1.26
1/2/15,30,27,33,21,37,-11,63,0.29,0.08,1.21
2/2/15,20,13,27,21,37,-19,59,0.01,0.09,1.24
3/2/15,26,16,36,21,37,-11,62,0,0.08,2.5
4/2/15,29,15,42,21,37,-12,69,0.07,0.08,1.68
5/2/15,15,5,24,22,37,-16,66,0,0.09,1.83
6/2/15,25,12,37,22,38,-12,64,0,0.07,1.14
7/2/15,42,28,55,22,38,-11,66,0,0.08,1.53
8/2/15,47,36,57,22,38,-14,68,0,0.08,0.78
9/2/15,31,26,36,22,38,-18,66,0,0.08,2.04
10/2/15,27,18,36,23,39,-21,73,0,0.09,1.56
11/2/15,32,25,39,23,39,-9,75,0,0.08,1.87
12/2/15,20,13,27,23,39,-10,66,0,0.08,2.67
13/2/15,20,9,31,23,39,-17,67,0,0.08,1.48
14/2/15,18,6,30,24,40,-14,65,0,0.09,1.37
15/2/15,12,4,20,24,40,-8,72,0,0.08,1.5
16/2/15,11,6,16,24,40,-7,72,0.14,0.08,1.58
17/2/15,14,1,26,24,41,-9,69,0.01,0.08,0.91
18/2/15,9,0,17,25,41,-11,66,0.07,0.08,1.58
19/2/15,2,-5,9,25,41,-8,69,0,0.08,1.21
20/2/15,6,-6,18,25,42,-8,67,0,0.08,3.02
21/2/15,26,16,35,26,42,-4,68,0.47,0.08,1.53
22/2/15,22,15,29,26,43,-9,70,0,0.08,2.09
23/2/15,11,3,19,26,43,-1,71,0.01,0.09,1.1
24/2/15,10,-6,25,26,43,-6,71,0,0.08,1.05
25/2/15,24,14,33,27,44,-7,76,0,0.09,2.35
26/2/15,16,7,25,27,44,-6,68,0.04,0.09,2.49
27/2/15,10,2,18,27,45,-7,73,0,0.09,1.11
28/2/15,16,7,25,28,45,2,68,0.23,0.09,1.17
1/3/15,27,22,31,28,45,-4,71,0.53,0.1,1.9
2/3/15,24,14,34,28,46,-7,74,0,0.09,1.56
3/3/15,33,26,40,29,46,-5,77,0.28,0.09,2.01
4/3/15,27,19,35,29,47,2,78,0.07,0.1,3
5/3/15,16,8,23,29,47,-1,75,0,0.1,3.06
6/3/15,16,2,30,30,47,-6,75,0,0.11,1.21
7/3/15,32,21,42,30,48,-1,78,0,0.11,1.45
8/3/15,38,27,49,30,48,-6,80,0,0.1,2.28
9/3/15,40,31,48,31,49,-1,72,0,0.11,1.61
10/3/15,45,40,49,31,49,8,74,0.4,0.11,2.54
11/3/15,49,34,64,31,50,3,77,0,0.1,2.01
12/3/15,46,31,60,32,50,-5,76,0,0.11,1.97
13/3/15,48,42,53,32,51,3,80,0.51,0.11,1.51
14/3/15,51,43,59,32,51,10,81,0.43,0.11,3.02
15/3/15,49,33,65,33,51,6,80,0,0.12,3.06
16/3/15,61,47,74,33,52,3,79,0,0.11,1.36
17/3/15,47,33,60,33,52,2,77,0,0.12,1.35
18/3/15,37,27,46,34,53,7,80,0,0.13,2.03
19/3/15,45,40,50,34,53,7,82,0.02,0.12,1.9
20/3/15,44,39,48,34,54,3,83,0.03,0.12,2.13
21/3/15,49,34,63,34,54,11,84,0,0.12,1.06
22/3/15,44,36,52,35,54,9,82,0,0.13,2.36
23/3/15,36,30,41,35,55,12,80,0.03,0.12,1.48
24/3/15,35,26,44,35,55,2,84,0.04,0.13,2.76
25/3/15,48,42,54,36,56,5,81,0.63,0.13,4.7
26/3/15,40,34,45,36,56,8,80,0.5,0.12,1.98
27/3/15,28,21,35,36,56,11,84,0,0.13,2.27
28/3/15,29,17,40,37,57,16,82,0,0.12,1.75
29/3/15,38,24,51,37,57,16,82,0.06,0.13,1.46
30/3/15,49,36,61,37,58,17,82,0,0.13,1.56
31/3/15,54,44,63,38,58,13,85,0,0.13,1.56
1/4/15,53,37,69,38,58,20,82,0,0.13,2.85
2/4/15,62,52,72,38,59,20,81,0.29,0.12,2.08
3/4/15,50,39,61,39,59,21,84,0.11,0.11,1.92
4/4/15,43,30,55,39,59,23,80,0,0.12,1.48
5/4/15,49,34,64,39,60,20,84,0,0.12,1.87
6/4/15,55,47,62,40,60,22,83,0,0.12,1.9
7/4/15,61,56,66,40,61,19,83,0.32,0.12,2.08
8/4/15,64,55,72,40,61,18,83,0.74,0.13,2.15
9/4/15,71,61,80,41,61,18,84,0.24,0.13,1.26
10/4/15,56,42,69,41,62,23,84,0.04,0.13,1.97
11/4/15,50,38,62,41,62,24,89,0,0.12,1.72
12/4/15,57,43,70,42,62,20,86,0,0.12,0.8
13/4/15,64,56,71,42,63,18,86,0.04,0.12,1.13
14/4/15,58,51,64,42,63,24,85,0,0.13,1.55
15/4/15,58,46,69,43,63,24,84,0.07,0.12,1.42
16/4/15,61,53,68,43,64,21,87,0.2,0.12,2.08
17/4/15,61,46,76,43,64,19,87,0,0.13,1.9
18/4/15,64,51,76,44,64,19,87,0,0.13,2.29
19/4/15,62,56,67,44,65,23,85,0.93,0.13,3.06
20/4/15,52,45,58,44,65,23,85,0.3,0.12,2.66
21/4/15,52,41,62,45,65,28,84,0,0.13,1.85
22/4/15,44,37,50,45,66,27,85,0.1,0.13,2.34
23/4/15,45,32,57,45,66,26,88,0,0.13,1.46
24/4/15,47,32,62,46,66,28,90,0,0.13,1.65
25/4/15,50,44,56,46,67,27,87,0.62,0.14,2.56
26/4/15,49,39,58,46,67,31,87,0,0.13,1.48
27/4/15,47,35,58,47,67,30,84,0,0.13,1.56
28/4/15,51,39,63,47,68,28,86,0,0.14,1.71
29/4/15,54,41,67,47,68,31,86,0,0.14,1.71
30/4/15,53,44,61,48,68,31,90,0,0.14,1.66
1/5/15,55,39,71,48,68,29,89,0,0.16,1.76
2/5/15,62,49,75,48,69,31,87,0,0.15,2.93
3/5/15,66,53,78,49,69,29,86,0,0.16,1.56
4/5/15,67,58,76,49,69,30,88,0.13,0.16,1.47
5/5/15,73,62,83,49,70,35,92,0,0.16,1.79
6/5/15,74,61,86,49,70,31,89,0,0.16,2.56
7/5/15,75,64,86,50,70,31,87,0,0.16,2.1
8/5/15,74,63,85,50,70,31,90,0,0.16,2.34
9/5/15,73,66,80,50,71,29,93,0.05,0.16,1.08
10/5/15,74,64,83,51,71,28,92,0.05,0.16,1.92
11/5/15,70,61,78,51,71,31,89,0.06,0.17,1.95
12/5/15,57,50,64,51,72,33,88,0,0.17,2.15
13/5/15,55,43,67,52,72,35,88,0,0.18,1.96
14/5/15,60,49,70,52,72,33,88,0,0.17,1.84
15/5/15,71,60,82,52,72,35,88,0.12,0.16,1.97
16/5/15,68,64,71,53,73,32,90,0.53,0.17,1.6
17/5/15,72,64,79,53,73,36,90,0,0.17,2.3
18/5/15,71,62,79,53,73,35,90,0,0.17,2.36
19/5/15,57,48,65,54,74,32,90,0,0.17,1.36
20/5/15,48,43,52,54,74,38,90,0,0.16,1.68
21/5/15,56,47,64,54,74,36,92,0,0.18,2.69
22/5/15,60,44,76,55,75,35,93,0,0.16,2.16
23/5/15,67,55,79,55,75,37,92,0,0.16,3.13
24/5/15,72,59,85,55,75,37,90,0,0.17,1.55
25/5/15,73,67,79,56,76,34,93,0.01,0.16,1.35
26/5/15,72,64,80,56,76,35,94,0.07,0.16,2.33
27/5/15,73,63,82,56,76,31,94,0.07,0.15,1.62
28/5/15,72,60,84,57,76,39,96,0,0.16,1.5
29/5/15,75,65,84,57,77,36,93,0,0.16,2.19
30/5/15,75,66,84,57,77,37,94,1.28,0.15,3.8
31/5/15,61,55,67,58,77,36,96,0.08,0.16,2.61
1/6/15,58,52,64,58,78,39,96,0,0.14,1.95
2/6/15,60,49,70,58,78,39,100,0,0.15,3
3/6/15,61,51,71,59,78,40,100,0,0.14,2.89
4/6/15,70,57,82,59,79,43,95,0,0.14,2.87
5/6/15,75,63,87,59,79,40,98,0,0.15,1.51
6/6/15,69,61,76,60,79,39,96,0,0.15,2.62
7/6/15,75,62,88,60,80,41,98,0,0.14,3.8
8/6/15,70,60,79,60,80,44,95,1.9,0.15,2.14
9/6/15,70,58,82,60,80,41,94,0,0.14,2.11
10/6/15,78,65,90,61,81,44,96,0,0.14,2.21
11/6/15,80,69,90,61,81,41,96,0,0.14,2.9
12/6/15,81,72,89,61,81,42,96,0.21,0.13,3.04
13/6/15,80,71,88,62,82,45,95,0,0.14,2.2
14/6/15,78,70,86,62,82,45,94,0.13,0.14,2.12
15/6/15,79,70,88,62,82,45,94,0.54,0.13,1.82
16/6/15,78,71,84,63,82,41,96,0.5,0.13,1.98
17/6/15,76,72,79,63,83,46,95,0.75,0.14,1.73
18/6/15,77,68,86,63,83,45,96,0.67,0.14,2.05
19/6/15,73,68,78,63,83,48,97,0.67,0.14,1.75
20/6/15,75,70,79,64,83,44,100,0,0.14,2.03
21/6/15,75,65,84,64,84,41,98,0.27,0.14,1.95
22/6/15,78,69,86,64,84,37,99,0,0.15,1.92
23/6/15,76,68,83,64,84,44,96,0,0.14,2.81
24/6/15,71,62,80,64,84,49,98,0,0.15,0.92
25/6/15,75,66,83,65,84,46,102,0.85,0.15,3.73
26/6/15,71,66,76,65,85,49,102,1.57,0.14,3.09
27/6/15,66,60,72,65,85,48,100,0,0.14,2.79
28/6/15,67,55,78,65,85,50,104,0.09,0.15,1.65
29/6/15,70,63,77,65,85,48,103,0.21,0.14,1.63
30/6/15,73,64,82,65,85,46,97,0,0.14,1.5